Id,SalePrice
521,277581.7138649612
2136,137776.5706419694
996,172710.30027160686
227,129416.64279313746
135,145463.3803512798
1167,155661.12676356948
294,238526.13138812856
1776,216107.08414474837
540,181479.81054572196
1717,198916.26898027633
2303,114918.40610792796
116,174121.38507902296
127,130166.21670845953
1371,138929.88036972476
1014,172428.36371885551
1507,96444.19018494351
702,159509.8626926234
750,168406.8586429392
261,139477.00543999372
1559,79328.83225357936
577,249639.70643802162
2812,206868.87931485838
2080,166202.10664262556
1368,125475.16091483236
2376,115140.29500991596
659,98271.01695164727
1235,129431.07243024395
332,87991.45033911293
1917,127410.11625565385
2094,278880.72429155646
1460,280625.87908969924
1471,200377.2209580225
1509,118752.2776463604
1922,126782.97705557456
433,488373.9016414011
460,274039.3245702531
1116,244906.4530152528
1137,165709.5682295043
53,177807.71594453146
2354,258186.19036757224
1475,219256.00894343486
1761,600418.3193442078
842,137843.92462148136
2739,153704.6029943635
2509,134976.2625966033
1007,210354.71045751194
2610,178345.91793538092
1952,80970.39748307664
2719,147503.4769488458
2921,97502.14015903404
1966,137937.93663259453
292,129629.85846725258
1204,187885.74376347515
1829,242886.59177786642
2419,172130.59248786094
391,169613.94279067157
798,121158.93267624849
481,174190.16895115573
193,218261.31185304944
555,123094.11756099161
899,72223.4761406153
2357,178867.04660606838
328,127605.10068732349
1356,120199.1747398221
1154,120648.8121940348
1730,166004.00435530124
2249,133967.5967272925
1119,249373.33463345247
2856,136736.2761370681
1394,130804.32379669376
2587,133777.00792526227
61,348311.5891198132
2661,208307.310422069
2711,128293.95273122507
1147,192311.23740709724
757,135129.58882527458
2623,97790.74943090661
2378,158244.37987228594
1413,124981.93923438927
1722,222636.50329558394
1112,222039.26213450203
1623,175446.82101163713
1201,198316.3656409951
1513,123945.10713012627
957,231662.64222851713
1171,268092.77149502595
1145,204010.6292576241
2726,224977.43188582256
703,139719.6613255026
760,98490.47917796708
1964,128919.97514428216
2512,168877.82072710074
159,142701.01248231475
1281,162436.2681349798
468,164511.1514898446
290,118470.72997037246
665,115334.31099674155
1463,283836.75973948254
1792,241592.66533794996
923,138922.49086113842
500,286602.5240071642
1408,125129.54899217412
331,80551.98657969259
170,128997.62241867995
2192,101985.85914241511
2571,322757.4265637123
2314,148229.8275907581
2647,108612.50285019672
422,455134.54888882954
2457,364284.54871852405
1838,219886.96673914167
2805,252420.71387082533
1645,174339.9790139101
1711,325197.6882692486
2825,280530.74548441655
322,391866.298802471
2103,274059.15460576705
342,122220.86508777578
600,107179.4838306474
488,182591.39857594375
1725,349228.335820982
2246,252609.07668309723
2847,153410.03028551658
806,257375.70459880104
530,240443.49419511406
963,194812.91858259402
2678,100134.75267085315
171,93746.43507445132
2401,452966.3539601809
805,229938.97521209472
2259,213591.3518148994
1748,137071.49968293376
1361,144119.12339092177
1677,123406.26170592057
1406,144882.97995564423
2322,235008.94308849273
688,162972.20823171278
143,140258.01877822768
804,201360.82218897608
1214,161064.00030063113
2828,132649.6959117704
1999,191366.35724649404
2467,191265.18454046207
2665,174915.63131033012
1538,299135.90432343044
398,109608.55718455053
2822,149942.7253848289
2157,124214.25768474395
1856,183105.222991788
1269,105547.48287182068
2570,127337.66104853005
2320,236416.76843505996
1517,132692.5414441901
2304,117503.65960673851
1312,98354.69347605074
2012,132435.22337465076
506,221013.87949900172
2865,208214.14706223758
2367,98287.87386470384
554,103310.27482665124
238,139138.22659045356
1954,114495.73639988062
2488,140331.54997528592
2291,97502.14015903404
1969,98649.23322711236
2725,148096.37445886654
1482,124214.25768474395
2763,193550.9886062861
503,247547.44497948926
1584,242076.5789750494
1531,151860.44664424993
2210,189663.91083792824
459,353248.28394650825
556,124739.39625979323
1347,156884.4363241913
1290,88885.96339282684
1388,112984.76644449885
1571,155908.64202334933
2754,209632.956235716
765,144976.98650890542
2494,126013.61861975973
2870,178231.47838035013
7,222588.75919172348
1114,264725.1236124975
2418,295929.6192184399
291,109727.20327776429
18,350508.60387059813
39,374723.5609907547
1001,276865.0344218121
2442,254927.2384350436
616,129355.73990550128
2680,76684.46394577718
1414,132685.28252006555
289,157107.40977766312
40,262288.29265401966
860,120157.55144029263
409,139866.32235399276
673,143301.49659114634
2427,177530.81976965867
2036,196757.11013262306
2564,137980.9630331909
642,153333.69085532727
1008,179637.24547472087
1908,157140.7652770739
2519,200871.75975563246
1369,92248.25980511893
2855,164072.96177194722
712,95080.08190619605
1943,100982.03578701234
1958,139075.58852600234
107,117765.83983114106
2295,173798.48746808217
704,112857.29598855409
676,131127.32168998962
259,178059.48144341537
93,302087.88133496314
106,236899.97048348276
2315,172646.73965606868
1050,113811.19515950927
1095,173533.93410346346
2709,131889.7094956194
758,171712.97803427797
1496,135012.823496427
2370,123406.26170592057
2458,274193.22417815775
2733,131105.590273521
161,291522.3931774262
726,156730.56809260382
845,225420.33927075707
947,270404.64049902844
2232,116788.96836192528
2563,140491.1598573351
2299,125289.46046740614
211,120769.03711511221
605,153627.52248982777
1478,210287.73670261618
2247,253831.10306892847
2274,147843.06822372667
2869,193056.85253043266
967,232178.16140037065
2656,107250.91001963934
667,193995.81060837227
1042,102206.21442223269
2023,163694.3509325246
2447,425517.4478130245
2055,119606.63141760521
2275,303522.8321111015
2204,161603.29838772168
1563,268790.37087302905
483,210627.91143884556
796,139216.01884794564
1526,162727.25214849337
2042,171575.54203444178
442,364534.4048530337
1693,351240.4435346293
1468,222809.57304352504
1430,185589.8986640842
2605,166210.12348462318
1529,168113.84535208828
335,135378.29324486593
1287,130332.64093711725
31,103457.49258466403
1785,322544.84467861755
82,154804.43626360767
2620,143686.0147470733
252,191152.63023129952
721,86518.93805297716
2165,192769.59470781544
2316,156918.49366020953
775,127535.58630925791
1558,85142.41417528018
17,192920.0198242106
1022,252969.53785624207
925,122301.28838576109
438,302006.14003031293
1270,141365.6069841809
1272,125953.50877590454
215,145872.91362748147
266,222587.3929312853
2402,266420.9725627711
1250,130010.76905918273
1984,108191.40769308069
1279,141827.78797770065
377,264452.7258619872
1252,137252.78266152056
2156,270084.7608147118
499,325503.6011437371
1374,121071.7086881181
2898,233165.4172410634
401,109608.55718455053
2721,156765.81219559655
2078,227204.6710509778
2589,127850.26443980029
1946,213709.36090344907
1334,120629.64079381539
2781,246722.8090903582
431,416748.03338471195
576,201324.00829728914
1474,205050.29671978386
2254,133576.40555111883
2155,288909.25638613716
885,119325.51413755404
643,138925.45280117332
1944,122607.20103112943
480,189617.8176829423
2845,122435.30212881435
2387,318566.3813750607
2407,210250.7468520146
2527,140770.45791149215
2514,118883.87604320122
629,147059.2562442263
80,214064.899596376
1876,136665.75416814905
1546,116097.37348629611
2518,177682.73472336636
2347,155007.91541774
783,171832.4599899416
1322,70959.58450164569
194,92252.61155945607
1770,294103.0826330579
2143,124437.50856675729
1229,192404.8784649914
511,279367.4033788412
46,209457.10025672903
1348,182293.1719087352
2465,188182.75855226023
387,232679.40591877192
873,217660.36673716587
1918,122746.32872823662
2764,234755.47193061808
2184,121706.35314451049
934,125058.20703976738
1920,128063.72191664545
2631,130999.04396025336
1768,629707.1659807168
2040,126563.58180368174
1749,220003.14576710208
834,240938.02936425016
1457,260694.09399912728
79,110143.63418786209
2302,108023.92103982632
1817,127153.49872645666
2755,254282.7193013967
359,156361.71288580674
2059,114452.56959916571
2092,255915.31140710696
2516,250603.94277214495
150,120445.70492331538
1656,139539.32247757248
83,124238.48601152256
2411,189295.2704312507
795,87335.90319537866
2312,235639.03776899388
2917,56950.207843554876
1624,172085.3325326237
2215,275280.2528530936
1211,146392.66096271644
1485,124214.25768474395
1024,172742.36154791163
570,190828.63334999714
2874,140886.71544490362
700,154342.29084957307
2756,232432.97231881222
2022,179324.38898163123
583,217291.11826836772
2392,368899.2981308491
2424,210947.71208376437
212,129464.62634774635
736,128727.78145637046
1610,155627.75370396712
890,125191.6595541092
467,162565.63607431328
578,234391.43971085624
1747,158553.26502951118
1149,182178.80190778724
2758,236412.04322338177
857,115696.58752532274
2219,298234.0328651124
733,128860.64526294013
2909,108401.84085744394
1798,268013.77663122443
235,96160.92540822442
2366,136440.2606347973
1027,123961.9484919649
1195,128291.90236910268
1303,65345.74265750205
148,169506.3989547119
608,144974.4541311545
2515,178585.4440890671
821,304772.6741044686
2500,297026.042567108
745,121721.21393612277
741,143840.24921698158
1611,141818.21124834765
2532,125412.25947736591
1081,230716.02740561462
1692,454270.9146870775
2520,169643.56127739558
276,120151.90297207865
1992,134999.2870099686
663,67548.36636771169
418,126809.07588009226
1733,181989.1705041535
2359,145275.31699337307
253,198579.78088513867
1518,171915.8962631789
2035,151092.92991810886
2919,87991.45033911293
1540,215675.83829559066
2120,148471.85529995142
1674,196947.21050136635
256,138932.98181451784
2361,105630.64969874728
978,93275.2139794675
2280,145604.59144646575
2095,229120.93253549017
1709,324915.69562948705
2801,233565.96758699205
1246,106193.5348485503
2373,99356.51219857534
1055,285895.4676718923
2017,133508.82199227426
1099,275275.424113523
1344,86641.88633343283
835,162807.90746229465
1117,229147.55967052543
2043,94170.87039386935
2085,126647.52801024582
410,159435.82035489025
2650,114560.79344783211
2867,162278.2334173656
1668,119891.78401718722
1161,152726.44413824612
2122,181806.59349662703
2539,138445.31383790792
1047,152792.5399578772
1445,129446.37354595729
541,125953.5524929401
569,231038.26577569448
1276,119608.47308604381
918,125690.57378141092
326,167314.2447951545
1936,116569.06559677122
895,107977.61672511227
257,135190.03001522392
1241,171575.24355487953
1545,121661.54181862852
1189,175556.41123958435
270,124214.25768474395
2066,186830.1001956272
693,109830.51094695023
1259,130919.25755478689
2916,138430.09605754341
2321,290690.70533849834
1977,110636.87662189876
1895,152233.26258418662
1240,157680.56796477147
85,147067.05415125185
1823,112933.91707823848
825,295024.16510672553
110,229034.8266106869
697,120624.54363836625
2297,100451.96813546671
1231,136503.80999656997
1355,135132.6620570793
968,366705.82822068036
584,208310.1413616018
1315,115220.8909726108
1606,119768.15125926695
206,116508.12847158444
1685,359886.9912758537
2016,134758.08068466367
869,225610.2599235469
2135,125130.46163212215
2346,161811.91347049744
2430,232551.82672763185
2198,101900.24772806512
2652,124990.13231194785
27,109559.87713976715
241,172822.9640484216
906,124482.02731098187
1506,85484.30342219262
2098,365747.68559656094
1435,208115.49804706284
2213,118341.81004319421
1274,139065.53190104343
743,81809.39733770012
1737,203193.3981154426
2797,284358.95180727524
2185,88038.95703505757
58,134104.054475584
830,200774.84965297455
808,137398.31087329503
680,153930.81528170043
1153,116181.03206234802
1291,148147.94189850695
1818,152324.988398124
2161,177063.76414171234
1883,131019.47705523418
350,329743.7644192204
2473,134986.88770664413
295,166260.41706693836
293,196199.43100335772
859,115216.5505063321
288,95181.84341413376
1578,129058.3236514981
102,168642.4061840389
2831,195708.69116269326
1030,168507.40255717398
2551,137640.6937701411
1286,153700.70931477944
958,317555.82377247035
776,114696.1140114659
72,227729.6615246234
2263,262743.5570796237
1866,150402.69542327084
2876,90944.96778679616
2146,280510.75779985695
103,164341.0102143208
1500,132649.6959117704
492,169559.0154721202
167,138683.93976510843
2597,111109.18077400197
2685,125372.5408692391
1035,151647.9246862375
1220,74448.6823371606
2602,146425.08011682803
2159,217429.32394602054
695,177255.85846988944
1109,256353.78354787332
640,162325.63698787556
1652,152048.21547178022
2090,188917.11633602722
1188,176814.41547122347
2345,221529.6302698548
1059,427141.9294623671
2751,257368.26855043723
128,186671.62737165182
1523,173089.24736056323
2925,141853.0248164595
2145,304456.53259915597
1121,226984.36676105583
566,337444.024750218
565,215876.83063531367
1331,145532.1379919324
2928,114438.68019756326
156,132924.68662574017
797,139979.9449472488
327,97502.14015903404
2859,147789.7427426108
1453,108571.1349785761
1762,331858.2060693796
1868,197139.60981071382
1760,173007.70615546164
1113,264986.0820133209
1812,202692.307735187
117,153030.28554044385
1142,207818.58123282224
2342,384578.0750278423
927,133262.97132729104
2478,181947.24611948297
655,98162.85380211378
2064,118571.00447194681
369,241954.84462426836
2239,135118.68476071963
2732,209701.78484988862
1653,169046.18243204567
959,202757.71068085358
2395,359972.2314630008
1412,107385.68867415539
271,259308.23713839488
1484,124214.25768474395
1497,148019.72953882685
552,133996.5586237865
2,132065.94521891107
1855,272599.6926828909
4,268650.5277432945
2292,153128.59099441537
134,137922.52598877077
646,110114.45502697435
42,322911.15276418056
532,234757.90517148597
713,106739.22149769454
2561,132890.17149205593
2360,130248.17152473325
1333,120029.9219023065
1407,192297.8565083101
2892,283092.4602278429
574,223400.94382121766
1227,171450.40292658965
2591,227420.06993689048
1476,218768.7157890515
1125,266185.1508602047
1446,136280.80247528295
408,116363.97620062067
1101,287507.42549858685
2251,201141.91956820618
373,182411.38999711518
2554,123518.36653141459
2382,270933.2353485253
1985,95821.90260513478
519,217084.25747109676
1093,179961.804199562
864,269277.4568117404
2889,145937.90511958735
2308,150301.76471028008
986,141673.72327453303
1302,137216.62892673127
585,138161.88808649368
2708,138225.56273616297
147,136209.72414962726
1441,226887.84109022384
383,170453.91065487248
285,142356.39561001724
181,132241.53394414662
358,159514.22550956765
780,144879.17085199433
258,183568.45925328688
1865,187899.73881049
692,130868.15691298535
2902,326610.5014168122
508,280075.8040757291
2638,146846.25797042204
36,157930.0411930084
611,162033.55737084337
2281,121853.64978178038
1678,124670.3155425211
1696,451885.99530260474
1557,82279.99780401753
2180,140115.10001944934
1726,219163.6477688611
951,128011.00736333357
267,247885.81930047154
2706,132093.18481802836
2221,197003.27572470478
1357,173043.32655294705
2901,315994.5604072936
347,151559.17011599144
2164,191293.3575430001
1586,308594.32843149983
360,168921.65340699206
1769,227432.4780156545
2617,169380.8981913303
1879,143820.7152597732
991,176616.98639272913
1535,130199.30251717125
1191,154582.0580261844
1579,197886.13432118364
1882,130148.43421723234
1510,127037.81076482922
2196,153953.9371692545
1845,168642.4061840389
2336,411425.12687351275
942,107403.47484016865
861,117034.88748060967
2555,112101.51812698127
1392,160435.20376834247
2099,274059.15460576705
1543,107304.86947378231
948,285565.15764299716
1239,156298.20862548618
22,173001.27184224967
2796,258382.949945808
2747,187468.11676570287
92,304025.50787962094
210,163460.24377175322
1858,203089.0758358482
2228,163414.87233365138
447,231726.97780575042
827,241507.2049443886
1649,206240.3690679898
682,136190.54985650332
2698,132702.43484442055
494,133186.26339662515
214,116688.67368289306
2441,274874.76614492945
2679,124010.01014104648
1336,119665.8620711822
465,165266.33881243793
1524,129652.82068424008
2543,118223.36758440103
631,135824.28439820255
2452,317649.4449529548
228,133609.59636257266
126,130565.07373370643
1092,209100.63932346867
1122,226181.76197080547
932,174222.7534252802
1980,101183.33609399179
2171,116662.29083196963
551,143160.64230786124
2768,182595.12025202968
2056,119335.73584427356
1159,358406.23417037795
2645,132041.1647820642
1174,160096.06695164947
2266,220149.55126292718
2462,423396.72114841465
1219,134392.90440858816
2922,174837.11577622156
118,141973.04851409857
474,175471.9119729604
2576,158745.11889167974
872,293669.55330945057
1077,221679.4336922916
1536,142340.04928378543
1150,125674.69425407356
2341,290632.6125089493
1931,139336.46553934866
2785,132101.92236447622
2538,126562.5803328468
597,202931.6261816886
464,187533.20823407444
233,223138.74053315283
2169,132743.9750357368
2123,139377.00307289464
1867,175747.3697220015
137,223801.97359583573
515,207756.79962100124
933,103032.39233592871
2784,153948.63308258823
972,179086.89170965774
599,163722.46435944154
2614,117482.2415355135
2582,137067.30522191897
1409,184944.85072679914
175,102955.55374222266
352,216681.00257137333
976,87886.8972143157
2134,198336.68138805754
984,100086.82853736717
2396,357112.158072299
1673,118767.70861655791
404,128168.0107880969
607,159056.3305737482
814,168917.9777468597
868,205130.66286896754
2271,221336.21216303387
1633,253409.45146647232
337,169239.83831395625
2765,156181.31087493268
1746,241070.69354635768
368,333834.5035052288
2806,215945.76630463006
1662,174912.29610651388
1234,211320.37059855327
1373,131588.96420068803
1672,108304.7149710274
1939,121778.79037980645
